DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
211907620,04/12/2021 12:00:00 AM,03/01/2021 12:00:00 AM,0001,19,Mission,1982,1,121,"RAPE, FORCIBLE",0500 0516 0527 1206 1218 0913 1817,20,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,15300    PARTHENIA                    ST,,34.2301,-118.4633
212000672,04/01/2021 12:00:00 AM,03/29/2021 12:00:00 AM,1700,20,Olympic,2022,1,121,"RAPE, FORCIBLE",2000 1206 0913 0334 0449 0408 0537 0416 1402 1415,49,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,5TH                          ST,GRAMERCY,34.0653,-118.3128
210310580,05/18/2021 12:00:00 AM,05/18/2021 12:00:00 AM,0059,03,Southwest,0353,1,121,"RAPE, FORCIBLE",0527 1206 1309 1402 1415 1822,29,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,3600    CRENSHAW                     BL,,34.0209,-118.3406
210709169,05/28/2021 12:00:00 AM,05/28/2021 12:00:00 AM,0130,07,Wilshire,0734,1,121,"RAPE, FORCIBLE",0940 0913 0527,36,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,400 S  COCHRAN                      AV,,34.0677,-118.3548
210308374,04/04/2021 12:00:00 AM,04/04/2021 12:00:00 AM,0800,03,Southwest,0353,1,122,"RAPE, ATTEMPTED",0361 0500 0913,23,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,,,,3600 S  VICTORIA                     AV,,34.022,-118.3364
210300805,06/02/2021 12:00:00 AM,05/29/2021 12:00:00 AM,1700,03,Southwest,0378,1,121,"RAPE, FORCIBLE",2033 1261 1822 1251 1259 1206 0527 0507 1415,17,F,W,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,700    EXPOSITION                   BL,,34.0181,-118.2846
211006346,03/18/2021 12:00:00 AM,03/17/2021 12:00:00 AM,0030,10,West Valley,1097,1,121,"RAPE, FORCIBLE",0527 1402 0500 0444 0537 0400,29,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,16200    DICKENS                      ST,,34.1555,-118.4858
211206297,02/04/2021 12:00:00 AM,02/03/2021 12:00:00 AM,0600,12,77th Street,1253,1,121,"RAPE, FORCIBLE",1402 1415 1309 1206 2001 0500 1822 0527,38,F,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,FLORENCE                     AV,WESTERN                      AV,33.9746,-118.309
211412239,05/24/2021 12:00:00 AM,04/03/2021 12:00:00 AM,1000,14,Pacific,1425,1,121,"RAPE, FORCIBLE",0527 1218 1402 2004 0913 2000 1817,44,F,W,158,TRANSIENT ENCAMPMENT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,SAWTELLE                     BL,PALMS                        BL,34.0186,-118.4253
210311998,06/22/2021 12:00:00 AM,06/20/2021 12:00:00 AM,0100,03,Southwest,0356,1,121,"RAPE, FORCIBLE",1820 0510 0913 2034 0527 0532 1415 1402,21,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1400 W  37TH                         ST,,34.021,-118.3029
211108605,05/15/2021 12:00:00 AM,05/14/2021 12:00:00 AM,1000,11,Northeast,1145,1,121,"RAPE, FORCIBLE",1218 0500 0527 0532 1822 0400 0515 0516,26,F,H,149,RIVER BED*,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,RIVER,GILROY,34.1024,-118.2546
212004649,01/17/2021 12:00:00 AM,01/16/2021 12:00:00 AM,2100,20,Olympic,2019,1,121,"RAPE, FORCIBLE",0913 1820 2002 1206 0522 0527 2034 1402 1415 0537,26,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,100 S  VIRGIL                       AV,,34.0732,-118.2868
210405331,02/06/2021 12:00:00 AM,02/04/2021 12:00:00 AM,2359,04,Hollenbeck,0443,1,121,"RAPE, FORCIBLE",0500 1822 0527,23,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,121,,,,2200    ALCAZAR                      ST,,34.0632,-118.201
212100556,02/13/2021 12:00:00 AM,01/02/2021 12:00:00 AM,1200,21,Topanga,2129,1,121,"RAPE, FORCIBLE",1259 0443 1402 1822 0510 0515 0527 0422,16,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,20000    SATICOY                      ST,,34.2143,-118.5666
211310826,06/06/2021 12:00:00 AM,06/03/2021 12:00:00 AM,0300,13,Newton,1313,1,121,"RAPE, FORCIBLE",1822 1218 0400 0416 0432 0537,41,F,W,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,16TH                         ST,CENTRAL                      AV,34.0264,-118.2488
211210001,04/08/2021 12:00:00 AM,04/07/2021 12:00:00 AM,0300,12,77th Street,1249,1,121,"RAPE, FORCIBLE",1215 0913 1309 0522 0448 1402 1415 0512 0527 0526,23,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,FLOWER,GAGE,33.9824,-118.2811
211208043,03/04/2021 12:00:00 AM,02/28/2021 12:00:00 AM,1610,12,77th Street,1259,1,121,"RAPE, FORCIBLE",1402 1259 0500 0510 0537 0536 0539 1415 0913,17,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,700 E  74TH                         ST,,33.973,-118.263
210509151,05/15/2021 12:00:00 AM,01/20/2021 12:00:00 AM,1800,05,Harbor,0525,1,121,"RAPE, FORCIBLE",1251 1258 0360 0448 0522 0515 0537 0527 0516 0913,12,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,500    GULF                         AV,,33.7751,-118.2725
210310327,05/15/2021 12:00:00 AM,05/15/2021 12:00:00 AM,0001,03,Southwest,0378,1,121,"RAPE, FORCIBLE",1262 1822 1415 0518 0522 0536 0537 0531 0532 1402,19,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,EXPOSITION                   BL,FIGUEROA                     ST,34.0182,-118.2824
210800827,06/26/2021 12:00:00 AM,06/26/2021 12:00:00 AM,1200,08,West LA,0836,1,121,"RAPE, FORCIBLE",1402 1415 0516 0527 1814 0432,24,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1800    OVERLAND                     AV,,34.051,-118.4324
210509111,05/14/2021 12:00:00 AM,05/11/2021 12:00:00 AM,0100,05,Harbor,0587,1,121,"RAPE, FORCIBLE",2034 0527 1822,29,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,3300 S  GAFFEY                       ST,,33.7141,-118.2929
210707454,04/05/2021 12:00:00 AM,04/02/2021 12:00:00 AM,0600,07,Wilshire,0705,1,121,"RAPE, FORCIBLE",1822 0500 0527 0400 1210 1268,69,F,B,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,500 N  LA BREA                      AV,,34.0846,-118.3464
210510585,06/22/2021 12:00:00 AM,05/30/2021 12:00:00 AM,1200,05,Harbor,0506,1,121,"RAPE, FORCIBLE",0913 2000 1814 1402 0522,19,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,1500 W  216TH                        ST,,33.8325,-118.3065
211207948,02/25/2021 12:00:00 AM,02/25/2021 12:00:00 AM,1200,12,77th Street,1258,1,121,"RAPE, FORCIBLE",1215 1822 0408,33,F,H,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,74TH                         ST,BROADWAY,33.9727,-118.2783
211206968,02/15/2021 12:00:00 AM,02/14/2021 12:00:00 AM,1500,12,77th Street,1268,1,121,"RAPE, FORCIBLE",0913 0400 0421 0448 0507 1402 0537 0342 0444,39,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,8300 S  BROADWAY,,33.9633,-118.2783
211811775,06/09/2021 12:00:00 AM,06/09/2021 12:00:00 AM,1200,18,Southeast,1821,1,121,"RAPE, FORCIBLE",1822 0448 0444 0536 0537 0527 0516 0400 1415,31,F,H,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,9500 S  FIGUEROA                     ST,,33.9467,-118.2871
211108101,04/30/2021 12:00:00 AM,04/29/2021 12:00:00 AM,1400,11,Northeast,1148,1,121,"RAPE, FORCIBLE",1415 1409 0500 0913 0504 0527 0400 0501 0510,18,F,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,100 E  AVENUE 45,,34.0958,-118.2065
212110511,06/24/2021 12:00:00 AM,06/24/2021 12:00:00 AM,0130,21,Topanga,2143,1,122,"RAPE, ATTEMPTED",1402 0400 0913 1820,29,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,998,,,6000    FALLBROOK                    AV,,34.1883,-118.6274
211104987,01/30/2021 12:00:00 AM,01/27/2021 12:00:00 AM,0900,11,Northeast,1128,1,121,"RAPE, FORCIBLE",1817 2001 1206 0542 0500 0504 0512 0527 1218 0913,40,F,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,6100 N  FIGUEROA                     ST,,34.1217,-118.1845
211806330,02/17/2021 12:00:00 AM,02/16/2021 12:00:00 AM,2000,18,Southeast,1802,1,121,"RAPE, FORCIBLE",0508 0416 0527 0913,0,F,H,101,STREET,308,STICK,IC,Invest Cont,121,761,,,FIGUEROA,MANCHESTER,33.9601,-118.2827
210805750,02/14/2021 12:00:00 AM,01/13/2021 12:00:00 AM,1200,08,West LA,0898,1,121,"RAPE, FORCIBLE",1259 0913 0527,16,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,2700 S  ROBERTSON                    BL,,34.0368,-118.3888
211608058,05/23/2021 12:00:00 AM,05/22/2021 12:00:00 AM,0001,16,Foothill,1643,1,121,"RAPE, FORCIBLE",0500 0400 1822 0527 2006 0342,30,F,W,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,13300    VAN NUYS                     BL,,34.2653,-118.4233
212000758,05/23/2021 12:00:00 AM,05/21/2021 12:00:00 AM,0200,20,Olympic,2069,1,121,"RAPE, FORCIBLE",0913 1822 1415 1258 0532 0506 0534 0507 0510 0501,12,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,998,,1200    MENLO                        AV,,34.0491,-118.2907
211706720,03/20/2021 12:00:00 AM,01/01/2021 12:00:00 AM,0400,17,Devonshire,1781,1,121,"RAPE, FORCIBLE",0522 0913 1251 1259 0515 0527 0360,16,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,20600    ACRE                         ST,,34.2299,-118.5831
210608354,04/13/2021 12:00:00 AM,04/13/2021 12:00:00 AM,0430,06,Hollywood,0639,1,121,"RAPE, FORCIBLE",0527 0522 0532 1822 1218 1013 1000,40,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,5100    HOLLYWOOD                    BL,,34.1036,-118.3049
210310108,05/10/2021 12:00:00 AM,05/10/2021 12:00:00 AM,0300,03,Southwest,0362,1,121,"RAPE, FORCIBLE",1402 1822 0448 0421 0507 0408 1309 1415 0500 0344,21,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,3900    COCO                         AV,,34.0161,-118.3495
211100524,01/10/2021 12:00:00 AM,01/08/2021 12:00:00 AM,2200,11,Northeast,1101,1,121,"RAPE, FORCIBLE",1415 1822 0522 1309 1312 0500,29,F,O,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,2600 N  VERMONT                      AV,,34.1186,-118.2945
210510557,06/21/2021 12:00:00 AM,06/21/2021 12:00:00 AM,1945,05,Harbor,0558,1,122,"RAPE, ATTEMPTED",1206 0345 0421 1218 0408 0503 1822,56,F,W,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,,,,6TH                          ST,HARBOR                       BL,33.7387,-118.2798
212000831,06/20/2021 12:00:00 AM,06/19/2021 12:00:00 AM,0730,20,Olympic,2044,1,121,"RAPE, FORCIBLE",1206 0913 1810 0527 0522 0537 0526,18,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,900 S  NORMANDIE                    AV,,34.0561,-118.302
211412555,05/31/2021 12:00:00 AM,05/23/2021 12:00:00 AM,1201,14,Pacific,1496,1,121,"RAPE, FORCIBLE",2033 0527 1822,25,F,W,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,6200 W  CENTURY                      BL,,33.9472,-118.3909
211200666,06/11/2021 12:00:00 AM,06/11/2021 12:00:00 AM,2130,12,77th Street,1249,1,121,"RAPE, FORCIBLE",1402 1415 0536 0527 0448 1822 1309,50,F,B,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,6900 S  FIGUEROA                     ST,,33.9769,-118.2827
210309346,04/24/2021 12:00:00 AM,04/24/2021 12:00:00 AM,1600,03,Southwest,0356,1,121,"RAPE, FORCIBLE",0913 2000 1814 0516 0527 0400,25,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1400 W  36TH                         ST,,34.0228,-118.3002
210100658,05/06/2021 12:00:00 AM,05/05/2021 12:00:00 AM,1200,01,Central,0176,1,121,"RAPE, FORCIBLE",1218 1415 0419 1822 0416 0449,57,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,7TH,SAN JULIAN                   ST,34.0412,-118.2474
210111500,06/08/2021 12:00:00 AM,05/30/2021 12:00:00 AM,2230,01,Central,0176,1,121,"RAPE, FORCIBLE",1822 0444 0527 0381 1206 0526 0940 1409 0537 1402,34,F,A,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,300 E  8TH                          ST,,34.041,-118.2513
210106917,03/03/2021 12:00:00 AM,03/02/2021 12:00:00 AM,2200,01,Central,0119,1,121,"RAPE, FORCIBLE",0910 0527 0537 0400 0500 1402 1822,37,F,H,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,CESAR E CHAVEZ,VIGNES                       ST,34.0563,-118.2318
211700627,04/12/2021 12:00:00 AM,04/12/2021 12:00:00 AM,0030,17,Devonshire,1752,1,121,"RAPE, FORCIBLE",0448 0444 0409 0526 1817 0510 1415 1402 0527 0913,25,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,10100    DE SOTO                      AV,,34.2537,-118.5886
210112897,07/03/2021 12:00:00 AM,07/03/2021 12:00:00 AM,0600,01,Central,0145,1,121,"RAPE, FORCIBLE",1414 2000 0913 1814 1402 1415 1276 0408 0537 0527,27,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,400 S  MAIN                         ST,,34.0478,-118.2475
211410411,04/25/2021 12:00:00 AM,04/24/2021 12:00:00 AM,1800,14,Pacific,1454,1,121,"RAPE, FORCIBLE",1817 2033 1206 0413 0913 0342 0527 0500,28,F,A,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,BEETHOVEN,BONAPARTE,33.9869,-118.4301
210211676,07/07/2021 12:00:00 AM,07/07/2021 12:00:00 AM,0600,02,Rampart,0281,1,121,"RAPE, FORCIBLE",1822 0400 0522 0527 1262 1218,26,F,H,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1200 S  ALVARADO                     ST,,34.0486,-118.2819
212106572,03/14/2021 12:00:00 AM,03/12/2021 12:00:00 AM,0400,21,Topanga,2185,1,121,"RAPE, FORCIBLE",2000 0400 0527 1814 2002 1402 0913,24,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,22100    CLARENDON                    ST,,34.1696,-118.6102
210606283,02/24/2021 12:00:00 AM,01/21/2021 12:00:00 AM,2300,06,Hollywood,0645,1,121,"RAPE, FORCIBLE",0500 0400 0913 0527 0516 0432 1820,19,F,O,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1700 N  LA BREA                      AV,,34.1016,-118.3452
211500716,04/29/2021 12:00:00 AM,04/29/2021 12:00:00 AM,0400,15,N Hollywood,1547,1,121,"RAPE, FORCIBLE",1820 0913 0512 0510 1402 1415 0527 0500 0400,36,F,B,254,STUDIO (FILM/PHOTOGRAPHIC/MUSIC),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,11400    CHANDLER                     BL,,34.1681,-118.379
211110585,07/08/2021 12:00:00 AM,07/08/2021 12:00:00 AM,0030,11,Northeast,1181,1,121,"RAPE, FORCIBLE",1402 1415 1822 0527,26,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,1100 N  CORONADO                     ST,,34.0795,-118.269
210806903,03/12/2021 12:00:00 AM,03/10/2021 12:00:00 AM,0001,08,West LA,0899,1,121,"RAPE, FORCIBLE",0500 1402 0913 0528 1817,61,F,W,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,8500    VENICE                       BL,,34.0346,-118.3788
211504462,01/13/2021 12:00:00 AM,01/13/2021 12:00:00 AM,1000,15,N Hollywood,1535,1,121,"RAPE, FORCIBLE",2004 1206 1218 0913 0400 0416,31,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,HATTERAS,LANKERSHIM,34.1758,-118.3812
210308144,03/30/2021 12:00:00 AM,03/29/2021 12:00:00 AM,2300,03,Southwest,0315,1,121,"RAPE, FORCIBLE",0500 0913 0334 0302 0432 0527 0507,36,F,B,501,SINGLE FAMILY DWELLING,102,HAND GUN,IC,Invest Cont,121,,,,2000 W  27TH                         ST,,34.034,-118.3133
210907512,03/30/2021 12:00:00 AM,03/30/2021 12:00:00 AM,0830,09,Van Nuys,0914,1,122,"RAPE, ATTEMPTED",1251 0537 0510 0522 1402 1415 0913 0556,13,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,122,812,860,998,14800    VANOWEN                      ST,,34.1976,-118.4574
211413645,06/19/2021 12:00:00 AM,06/17/2021 12:00:00 AM,2200,14,Pacific,1431,1,121,"RAPE, FORCIBLE",2004 2000 0522 0344 1300 1310 0913 0500,24,F,W,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,2000    OCEAN FRONT                  WK,,33.9847,-118.4718
212109365,05/27/2021 12:00:00 AM,05/26/2021 12:00:00 AM,0100,21,Topanga,2158,1,121,"RAPE, FORCIBLE",1402 0527 0400 1822 0512 0519 0507 0549,33,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,21200    OXNARD                       ST,,34.1837,-118.5846
210208450,04/21/2021 12:00:00 AM,04/17/2021 12:00:00 AM,0100,02,Rampart,0201,1,121,"RAPE, FORCIBLE",1415 0342 1251 1259 0334 1822 1206,16,F,H,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,LUCILE,MARATHON,34.0873,-118.296
210204346,01/11/2021 12:00:00 AM,01/11/2021 12:00:00 AM,0100,02,Rampart,0269,1,121,"RAPE, FORCIBLE",0527 1206 1822 0500,30,F,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1200 W  8TH                          ST,,34.0496,-118.2677
211211147,04/28/2021 12:00:00 AM,04/15/2021 12:00:00 AM,0800,12,77th Street,1203,1,121,"RAPE, FORCIBLE",2021 0913 1309 0522 0527 0532 0516,15,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1500 W  45TH                         ST,,34.0028,-118.3057
211414148,06/25/2021 12:00:00 AM,04/01/2021 12:00:00 AM,0001,14,Pacific,1462,1,121,"RAPE, FORCIBLE",0527 1218,30,F,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,121,,,,LINCOLN                      BL,JEFFERSON,33.972,-118.4303
211309310,05/06/2021 12:00:00 AM,05/04/2021 12:00:00 AM,2300,13,Newton,1372,1,121,"RAPE, FORCIBLE",0522 0334 1402 0527 0537 1415 0913,40,F,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,121,998,,,54TH                         ST,MAIN,33.9933,-118.2736
210108154,03/30/2021 12:00:00 AM,03/19/2021 12:00:00 AM,1500,01,Central,0152,1,121,"RAPE, FORCIBLE",0500 0527 1822 2004 1218,58,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,6TH,GRAND,34.0487,-118.2553
211809965,05/05/2021 12:00:00 AM,05/05/2021 12:00:00 AM,0400,18,Southeast,1832,1,122,"RAPE, ATTEMPTED",0913 1813 1243 0528 0522 0416 0531 2000 0410 0381,25,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,122,,,,200 E  108TH                        ST,,33.9401,-118.2761
211505243,02/02/2021 12:00:00 AM,02/01/2021 12:00:00 AM,1345,15,N Hollywood,1547,1,122,"RAPE, ATTEMPTED",0400 1822 0522 2002 0340 0444 0448 0503,26,F,A,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,,,,5300    TUJUNGA                      AV,,34.1673,-118.3816
211905298,02/05/2021 12:00:00 AM,01/31/2021 12:00:00 AM,2300,19,Mission,1994,1,121,"RAPE, FORCIBLE",1813 2000 0913 0527 0400 1817,41,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,14900    ROSCOE                       BL,,34.2215,-118.4578
210807843,04/05/2021 12:00:00 AM,04/05/2021 12:00:00 AM,0600,08,West LA,0859,1,121,"RAPE, FORCIBLE",2004 2033 1206 1268 0913 0500 2038 1218,49,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,8700 W  PICO                         BL,,34.0544,-118.3816
210700583,04/30/2021 12:00:00 AM,04/30/2021 12:00:00 AM,0200,07,Wilshire,0737,1,121,"RAPE, FORCIBLE",0527 0500 0516 1822 0400 1402 1206 0942 1262,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,5200    WILSHIRE                     BL,,34.0622,-118.3434
210809335,05/13/2021 12:00:00 AM,05/13/2021 12:00:00 AM,2200,08,West LA,0832,1,121,"RAPE, FORCIBLE",0500 1501 2033 1206 1268,33,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,11600    KIOWA                        AV,,34.0523,-118.461
211206141,02/02/2021 12:00:00 AM,01/23/2021 12:00:00 AM,1000,12,77th Street,1267,1,121,"RAPE, FORCIBLE",1259 1822 1309 1215 0516 0449 0337 0542 0527,14,F,B,505,MOTEL,204,FOLDING KNIFE,IC,Invest Cont,121,,,,8300 S  FIGUEROA                     ST,,33.9634,-118.2827
